id,name,nick_name,wins,losses,draws,height,weight,reach,stance,dob,splm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,kd_received_avg,td_attempts_received_avg,sub_att_received_avg,sub_def,total_fights,total_fight_time_sec,finish_rate,ctrl_avg,leg_landed_avg,body_landed_avg,kd,strikes_attempted,sub_att,career_td_acc,ko_tko_wins,sub_wins,ko_loss_rate,never_submitted,five_round_fights,five_round_wins,five_round_win_rate,five_round_decision_rate,ground_finish_rate,ground_landed_per_tko,sig_str_landed_per_sec,splm_std
84b3e7d38f2d2ec5,Neil Magny,The Haitian Sensation,30,14,0,190.5,77.11,203.2,Orthodox,"Aug 03, 1987",3.45,46,2.47,51,2.15,39,55,0.2,1.13,11.16,0.82,37.5,35.0,8787.0,25.71,564.56,15.77,28.58,2.0,3144.0,7.0,39.1,7.0,2.0,11.43,0.0,1.0,1.0,100.0,100.0,85.71,33.71,0.1673,32.16
98a58c26c5b1ed17,Patricio Freire,Pitbull,37,8,0,167.64,65.77,170.18,Orthodox,"Jul 07, 1987",2.68,43,4.23,57,1.49,33,88,0.6,1.5,1.5,0.0,0.0,2.0,600.0,0.0,340.5,16.5,16.5,0.0,147.0,1.0,46.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,3.8
e0d3d9b564f95635,Lucas Rocha,Fenomeno,17,2,0,160.02,56.7,162.56,Orthodox,"Aug 12, 2000",2.0,44,4.48,39,0.0,0,61,0.0,0.0,20.45,6.82,0.0,1.0,132.0,0.0,0.0,6.82,40.91,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1288,0.0
333b9e5c723ac873,Aleksandar Rakic,Rocket,14,5,0,193.04,92.99,198.12,Orthodox,"Feb 06, 1992",4.16,50,2.91,51,0.66,23,85,0.1,0.38,8.01,0.38,100.0,10.0,2360.0,20.0,837.84,56.82,27.84,4.0,950.0,1.0,23.81,2.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,50.0,5.0,0.2017,6.22
e90a2f22417af68e,Azamat Murzakanov,The Professional,15,0,0,177.8,92.99,180.34,Southpaw,"Apr 12, 1989",4.93,57,2.86,61,0.58,15,83,0.0,0.0,6.55,0.0,0.0,5.0,825.0,80.0,377.45,12.0,66.55,5.0,423.0,0.0,16.67,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,17.0,0.2982,19.97
764d39074a352e33,Thomas Petersen,The Train,10,3,0,185.42,119.75,187.96,Southpaw,"Mar 30, 1995",3.74,59,2.94,57,4.42,66,100,0.6,0.82,0.82,0.0,0.0,4.0,1092.0,0.0,877.75,12.36,41.21,0.0,309.0,1.0,61.9,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1658,4.02
275aca31f61ba28c,Islam Makhachev,,27,1,0,177.8,77.11,177.8,Southpaw,"Oct 27, 1991",2.63,58,1.55,61,3.2,53,90,1.1,0.51,5.66,1.03,100.0,17.0,3496.0,64.71,1271.48,4.38,27.8,4.0,773.0,13.0,53.62,3.0,8.0,5.88,1.0,7.0,7.0,100.0,14.29,100.0,6.33,0.1301,8.16
7a5e8c94a86f9895,Chris Barnett,Beastboy,23,9,0,175.26,120.2,190.5,Orthodox,"Jun 14, 1986",4.21,47,6.53,39,0.0,0,33,0.0,2.31,3.47,3.47,33.33,5.0,779.0,40.0,113.22,54.3,19.64,1.0,339.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,100.0,18.5,0.2054,6.42
2caf993f53541fa1,Andreas Gustafsson,Bane,12,2,0,185.42,77.11,185.42,Orthodox,"Feb 20, 1991",5.83,76,2.79,45,6.43,58,100,0.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,1722.0,30.0,63.0,0.0,128.0,0.0,57.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3267,0.0
01c9e4013afce141,Michael Aswell,The Texas Kid,10,3,0,172.72,65.77,175.26,Orthodox,"Sep 27, 2000",9.1,44,7.93,54,0.0,0,57,0.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,0.0,21.0,57.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3933,0.0
a9da3158dd2c2b5a,Jack Jenkins,Phar,13,4,0,170.18,65.77,172.72,Switch,"Nov 03, 1993",4.5,61,2.97,58,1.78,64,67,0.0,0.0,24.05,3.7,50.0,5.0,973.0,20.0,634.53,61.05,64.75,3.0,484.0,0.0,62.5,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,100.0,14.0,0.297,30.88
ec13c393d029297d,Kaue Fernandes,,10,2,0,175.26,70.31,185.42,Orthodox,"Mar 17, 1995",4.0,54,1.32,61,1.3,100,76,0.0,0.0,13.22,0.0,0.0,3.0,885.0,33.33,202.37,42.71,30.51,3.0,254.0,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,8.0,0.1571,4.71
e132d47bd9efbbe0,Rafa Garcia,Gifted,17,4,0,170.18,70.31,177.8,Orthodox,"Aug 05, 1994",4.01,43,4.47,60,3.21,43,77,0.2,0.0,11.2,0.0,0.0,9.0,2492.0,11.11,621.19,13.72,26.0,0.0,1108.0,2.0,43.33,0.0,1.0,11.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1954,6.87
8f765fd5775a8873,Rinat Fakhretdinov,Gladiator,23,1,1,182.88,77.11,187.96,Orthodox,"Sep 28, 1991",4.78,52,3.58,53,3.95,34,91,0.2,0.0,6.95,0.58,100.0,6.0,1555.0,16.67,1439.42,32.99,28.94,3.0,688.0,1.0,34.48,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2334,4.66
e94085e821bd81de,Sam Hughes,Sampage,10,6,0,165.1,52.16,162.56,Orthodox,"Jun 28, 1992",4.41,46,4.57,58,1.08,32,60,0.1,0.31,13.81,1.23,100.0,10.0,2932.0,10.0,691.58,28.85,32.54,0.0,1304.0,1.0,32.26,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,100.0,30.0,0.2087,4.2
31dbfbe4e7a6727c,Trey Waters,The Truth,9,1,0,195.58,77.11,195.58,Orthodox,"Feb 21, 1995",6.43,44,5.61,56,0.44,33,85,0.9,0.0,30.0,0.0,0.0,2.0,600.0,0.0,40.5,9.0,19.5,0.0,428.0,1.0,33.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.8
4798e823ada58fe9,Veronica Hardy,,9,5,1,162.56,56.7,162.56,Southpaw,"Oct 30, 1995",3.12,45,3.48,49,0.93,41,55,0.3,0.0,10.84,2.41,83.33,9.0,2242.0,11.11,356.87,23.28,27.7,0.0,773.0,2.0,41.18,0.0,1.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1566,4.65
c15fa95b9a12fde4,Junior Tafa,The Juggernaut,6,4,0,190.5,92.99,190.5,Orthodox,"Sep 21, 1996",3.19,51,2.49,51,0.0,0,69,0.0,0.78,28.08,1.56,0.0,6.0,1154.0,33.33,25.74,0.78,16.38,1.0,275.0,0.0,0.0,2.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1222,10.13
65f09bacd3957381,Cory Sandhagen,,18,5,0,180.34,61.23,177.8,Switch,"Apr 20, 1992",5.06,45,3.34,56,1.28,34,63,0.3,0.27,15.42,1.89,71.43,15.0,3327.0,46.67,769.61,56.27,43.28,4.0,2358.0,4.0,34.62,6.0,1.0,0.0,0.0,5.0,5.0,100.0,40.0,83.33,18.33,0.3198,15.73
5e9ca8dd7d783a75,Alden Coria,Cobra,10,3,0,,56.7,,Orthodox,"Apr 24, 1998",0.0,0,0.0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
f1fac969a1d70b08,Leon Edwards,Rocky,22,5,0,187.96,77.11,187.96,Southpaw,"Aug 25, 1991",2.62,54,2.42,53,1.18,36,63,0.4,0.19,23.5,0.57,66.67,19.0,4749.0,21.05,766.96,32.03,39.04,5.0,1589.0,8.0,36.11,3.0,1.0,0.0,0.0,6.0,6.0,100.0,83.33,100.0,11.0,0.1813,12.96
d0fd0d9ee560dae7,Brando Pericic,The Balkan Bear,4,1,0,,120.2,,,"Aug 03, 1994",0.0,0,0.0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
b4b496ec2197ee3e,Navajo Stirling,,7,0,0,193.04,92.99,200.66,Orthodox,"Nov 07, 1997",6.43,52,2.49,61,1.2,30,78,0.0,0.0,18.0,0.0,0.0,2.0,600.0,0.0,352.5,57.0,94.5,1.0,380.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3133,3.2
71171fc96445bf65,Vitor Petrino,,12,2,0,187.96,120.2,195.58,Orthodox,"Aug 28, 1997",2.72,45,2.6,47,3.25,58,71,1.0,0.61,10.91,0.61,0.0,7.0,1485.0,42.86,964.85,13.33,21.21,1.0,388.0,5.0,58.62,1.0,2.0,14.29,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.1152,3.48
cdb7b38b1b357f26,Louie Sutherland,The Vanilla Gorilla,10,3,0,,120.2,,,"Feb 08, 1994",0.0,0,0.0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6e8f1bcdda94ff45,Ibo Aslan,The Last Ottoman,14,3,0,190.5,92.99,195.58,Orthodox,"Apr 23, 1996",5.09,47,3.47,59,0.0,0,86,0.0,0.0,21.99,1.47,0.0,4.0,614.0,50.0,2.93,35.18,20.52,1.0,324.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,0.2362,18.4
3a46b268013afede,Kevin Holland,Trailblazer,28,14,0,190.5,77.11,205.74,Orthodox,"Nov 05, 1992",4.3,50,3.22,50,0.82,38,55,0.6,0.32,17.35,3.05,63.16,27.0,5603.0,40.74,349.69,48.19,35.82,7.0,2335.0,11.0,41.03,5.0,6.0,7.41,0.0,0.0,0.0,0.0,0.0,100.0,7.6,0.2106,29.75
52c2ae6d2f2d2613,Youssef Zalal,The Moroccan Devil,17,5,1,177.8,65.77,182.88,Switch,"Sep 04, 1996",3.07,50,1.8,66,2.09,30,59,1.3,0.0,10.28,2.57,100.0,11.0,2801.0,27.27,821.92,27.63,22.49,2.0,826.0,12.0,30.65,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1496,4.78
