id,total_fights,total_fight_time_sec,finish_rate,ctrl_avg,leg_landed_avg,body_landed_avg,kd,strikes_attempted,sub_att,career_td_acc,ko_tko_wins,sub_wins,ko_loss_rate,never_submitted,five_round_fights,five_round_wins,five_round_win_rate,five_round_decision_rate,ground_finish_rate,ground_landed_per_tko,sig_str_landed_per_sec,splm_std
75afb06215a07341,3,534,0.0,0.0,3.37,11.8,0.0,47.0,0.0,0.0,0,0,66.67,0,0,0,0.0,0.0,0.0,0.0,0.0375,1.26
1a98c9dbb7fc3959,3,819,0.0,279.12,24.18,18.68,0.0,414.0,0.0,25.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1575,4.73
638cfec7ec559d6e,6,1146,33.33,73.04,19.63,24.35,3.0,278.0,2.0,66.67,2,0,0.0,0,0,0,0.0,0.0,100.0,3.0,0.1038,3.91
98e946879ba20c0f,2,160,0.0,241.88,5.62,39.38,0.0,22.0,0.0,0.0,0,0,100.0,1,0,0,0.0,0.0,0.0,0.0,0.075,2.67
f923e012414c883e,4,1140,0.0,311.84,22.11,36.32,0.0,462.0,0.0,75.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1544,2.86
282fa667ff9c51ed,20,4599,40.0,360.27,15.85,20.16,4.0,1816.0,24.0,36.36,1,7,10.0,1,0,0,0.0,0.0,100.0,8.0,0.1316,7.08
c06a9b48d4132c8e,6,1461,33.33,343.74,12.94,24.02,2.0,290.0,1.0,0.0,1,1,0.0,0,0,0,0.0,0.0,100.0,2.0,0.0972,5.54
3c660c90d48fc80d,5,1103,20.0,1084.41,43.25,39.17,1.0,423.0,1.0,34.48,1,0,40.0,1,2,2,100.0,50.0,100.0,4.0,0.175,9.44
fcce75a25c14a804,6,1777,16.67,233.99,36.97,14.69,1.0,560.0,3.0,25.0,1,0,0.0,1,0,0,0.0,0.0,100.0,1.0,0.1097,2.83
46a2f24feb258ae0,6,1664,0.0,341.29,22.18,51.38,1.0,1161.0,2.0,45.45,0,0,16.67,1,0,0,0.0,0.0,0.0,0.0,0.265,7.46
57ab4d7c0bc09a30,7,2100,0.0,663.0,20.14,16.29,0.0,474.0,2.0,30.59,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0971,1.44
83825fad27ab3581,2,552,0.0,158.15,3.26,9.78,0.0,51.0,1.0,100.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0362,0.9
75a6a390fd5dca46,7,1853,0.0,1049.11,25.74,23.8,0.0,422.0,0.0,31.43,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1004,2.61
8ce87f7e3a9baed2,4,1079,0.0,515.48,46.71,35.03,0.0,497.0,1.0,11.11,0,0,25.0,1,0,0,0.0,0.0,0.0,0.0,0.164,3.96
e3779ef06e98f185,2,423,0.0,110.64,34.04,12.77,0.0,168.0,0.0,40.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.1442,6.1
28c55b4087a6f136,3,807,0.0,352.42,17.84,46.84,0.0,322.0,0.0,0.0,0,0,33.33,1,0,0,0.0,0.0,0.0,0.0,0.1623,2.29
7339d340aa2889cb,12,2600,41.67,358.96,39.81,24.92,3.0,699.0,4.0,55.0,3,2,0.0,0,0,0,0.0,0.0,100.0,6.33,0.1373,4.41
3058888c33149a53,2,426,0.0,215.49,19.01,35.92,0.0,109.0,0.0,33.33,0,0,50.0,1,0,0,0.0,0.0,0.0,0.0,0.1127,3.45
165c244bcca3ed26,4,1200,0.0,176.25,28.5,48.0,0.0,635.0,1.0,0.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.21,4.42
303a05a7aa3ff761,6,1639,0.0,763.82,32.4,28.55,3.0,635.0,1.0,40.0,0,0,16.67,1,0,0,0.0,0.0,0.0,0.0,0.1812,5.3
5ea918ea81b7dee2,4,944,0.0,374.68,10.49,5.72,0.0,305.0,0.0,16.67,0,0,25.0,1,0,0,0.0,0.0,0.0,0.0,0.0699,2.02
840d2c82ea68b9aa,7,1487,42.86,231.81,15.13,24.21,3.0,524.0,4.0,33.33,1,2,14.29,0,0,0,0.0,0.0,100.0,8.0,0.1412,6.29
c0ab242c40decc55,20,4181,30.0,988.04,17.87,15.28,7.0,1332.0,6.0,44.23,5,1,15.0,0,2,2,100.0,50.0,60.0,17.0,0.138,5.15
232c582f29f8f65e,12,2707,50.0,558.22,28.26,15.96,2.0,924.0,3.0,52.94,5,1,8.33,0,2,2,100.0,0.0,100.0,7.8,0.1718,10.23
1536a25e16fc299b,2,526,0.0,424.33,22.24,25.67,1.0,139.0,0.0,0.0,0,0,50.0,1,0,0,0.0,0.0,0.0,0.0,0.1312,5.5
0e21976afc92e4d1,6,1025,50.0,1217.85,14.93,21.95,1.0,219.0,3.0,64.29,1,2,16.67,0,0,0,0.0,0.0,0.0,0.0,0.1093,8.14
98aa60cf58071fd6,8,2258,25.0,540.88,12.75,31.49,4.0,900.0,0.0,44.12,2,0,0.0,0,0,0,0.0,0.0,100.0,13.5,0.1798,3.19
c8097968da5e5f13,7,1842,28.57,1041.21,20.52,14.17,1.0,254.0,6.0,51.85,0,2,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0744,3.15
1c86754617d9813a,9,1968,22.22,1042.23,7.77,8.23,0.0,277.0,9.0,47.37,1,1,11.11,0,0,0,0.0,0.0,100.0,14.0,0.0676,2.16
94508d80e1f885fc,3,849,33.33,92.23,59.36,23.32,0.0,256.0,0.0,0.0,1,0,33.33,1,0,0,0.0,0.0,100.0,4.0,0.139,4.93
8163cd7de0342652,3,372,0.0,1151.61,60.48,16.94,0.0,164.0,0.0,36.36,0,0,33.33,0,0,0,0.0,0.0,0.0,0.0,0.1962,30.02
ec71a892fada28c7,6,1481,16.67,303.85,17.62,17.62,1.0,357.0,1.0,50.0,0,1,16.67,0,0,0,0.0,0.0,0.0,0.0,0.0905,1.87
af62f99eb7606308,9,2117,33.33,836.66,16.15,43.36,3.0,702.0,1.0,55.88,2,1,0.0,0,0,0,0.0,0.0,100.0,13.5,0.1346,7.87
cd01f0b768a32475,4,901,25.0,140.84,8.99,20.98,2.0,243.0,0.0,100.0,1,0,25.0,1,0,0,0.0,0.0,100.0,2.0,0.1299,4.87
9c42a0de8e012870,2,595,0.0,160.34,13.61,52.94,0.0,249.0,0.0,0.0,0,0,50.0,1,0,0,0.0,0.0,0.0,0.0,0.2017,3.33
5713c1d2fac539ac,2,380,0.0,149.21,26.05,7.11,0.0,109.0,0.0,100.0,0,0,100.0,1,0,0,0.0,0.0,0.0,0.0,0.1237,2.14
fb41432b622992a9,3,877,0.0,320.18,6.16,22.58,0.0,170.0,0.0,25.0,0,0,33.33,0,0,0,0.0,0.0,0.0,0.0,0.0696,0.99
3f7c14c7eca7195d,19,4353,42.11,509.03,9.3,10.96,9.0,1176.0,1.0,29.63,8,0,5.26,1,2,2,100.0,0.0,87.5,4.5,0.1008,4.81
fa37628269132d1a,11,2486,36.36,241.11,9.77,9.77,1.0,495.0,8.0,7.41,1,3,27.27,1,0,0,0.0,0.0,0.0,0.0,0.076,3.17
5866fc86183a9fb8,15,2465,46.67,364.38,15.33,28.11,3.0,544.0,10.0,35.29,2,5,26.67,1,0,0,0.0,0.0,100.0,8.5,0.1075,6.02
00a3ff40c4b2cf21,3,886,33.33,743.57,21.33,16.25,0.0,247.0,1.0,42.11,0,1,0.0,1,0,0,0.0,0.0,0.0,0.0,0.1185,1.62
8614b7134913f5d5,3,573,33.33,667.54,12.57,32.98,1.0,198.0,0.0,16.67,1,0,0.0,1,0,0,0.0,0.0,100.0,1.0,0.1745,9.06
6eaec40f724852f4,4,972,0.0,58.33,22.22,18.52,0.0,432.0,1.0,0.0,0,0,25.0,1,0,0,0.0,0.0,0.0,0.0,0.1677,5.05
06827d70c53ff0d9,6,1657,33.33,255.82,25.53,32.59,4.0,444.0,3.0,18.18,2,0,0.0,1,0,0,0.0,0.0,100.0,2.0,0.1237,5.06
68f6e96c5fa6e044,4,1197,0.0,1347.37,6.77,12.03,0.0,264.0,0.0,52.5,0,0,25.0,1,0,0,0.0,0.0,0.0,0.0,0.1019,2.94
784285b7ae7dd85f,5,1148,0.0,450.0,48.61,36.85,0.0,294.0,0.0,28.57,0,0,40.0,0,0,0,0.0,0.0,0.0,0.0,0.1533,4.14
365fee2da473b177,19,2839,57.89,827.09,21.87,18.07,13.0,800.0,5.0,57.58,11,0,5.26,0,2,2,100.0,0.0,72.73,5.91,0.1342,17.85
203c957eac95dd87,7,1458,42.86,48.15,17.28,27.78,4.0,697.0,1.0,100.0,3,0,28.57,1,0,0,0.0,0.0,100.0,5.67,0.1962,6.69
5b5307450405abf0,19,4633,21.05,873.58,24.09,60.61,6.0,2158.0,14.0,48.19,2,2,5.26,0,1,1,100.0,100.0,100.0,18.0,0.1945,12.8
8f2deefe8c5dfb5d,2,336,0.0,790.18,0.0,10.71,0.0,36.0,0.0,50.0,0,0,50.0,0,0,0,0.0,0.0,0.0,0.0,0.0565,6.37
7ea4a9f07df33a45,11,2219,27.27,106.26,30.42,19.06,5.0,1018.0,4.0,63.64,3,0,0.0,0,0,0,0.0,0.0,100.0,4.33,0.1897,2.1
3f1d23b01c552a13,3,751,33.33,1545.94,4.79,8.39,0.0,87.0,1.0,52.17,0,1,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0626,1.51
49f78022126bf4a4,2,369,0.0,182.93,7.32,29.27,0.0,73.0,1.0,75.0,0,0,100.0,1,0,0,0.0,0.0,0.0,0.0,0.0894,1.31
202b0467521c9d6f,5,905,0.0,1290.83,6.96,13.92,0.0,217.0,0.0,28.95,0,0,40.0,0,0,0,0.0,0.0,0.0,0.0,0.0873,1.75
9ccf8371fd80d45d,4,985,25.0,389.24,37.46,21.02,4.0,410.0,1.0,12.5,0,1,25.0,0,0,0,0.0,0.0,0.0,0.0,0.1959,5.66
513c6f1715e547a8,8,1522,37.5,1179.7,8.28,27.79,2.0,296.0,2.0,53.57,2,1,25.0,0,3,3,100.0,0.0,100.0,29.0,0.1399,7.23
0ff11cc094e887bc,15,2462,66.67,1473.56,36.56,28.15,10.0,1249.0,3.0,41.98,10,0,13.33,0,4,4,100.0,25.0,100.0,20.1,0.292,16.79
d0314416a7f26527,9,1808,44.44,210.07,10.95,11.45,5.0,506.0,7.0,66.67,2,2,11.11,0,0,0,0.0,0.0,100.0,4.0,0.1195,3.92
9ab9912e0f8fa6d6,1,300,0.0,54.0,21.0,51.0,0.0,118.0,0.0,0.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.1567,0.0
fe5a9547479396ab,4,993,0.0,619.03,32.63,12.69,1.0,335.0,1.0,41.18,0,0,25.0,1,0,0,0.0,0.0,0.0,0.0,0.136,3.77
c5a126ace82a6025,6,979,16.67,205.01,22.98,29.42,2.0,336.0,1.0,14.29,1,0,33.33,0,0,0,0.0,0.0,100.0,2.0,0.1256,2.66
f50d95223751e6ca,8,1990,25.0,663.47,4.52,10.85,2.0,335.0,4.0,45.83,1,1,0.0,0,0,0,0.0,0.0,100.0,4.0,0.0688,2.79
1ccf4e7caff270df,18,3665,22.22,430.72,27.75,21.12,9.0,1155.0,5.0,42.86,4,0,16.67,0,3,3,100.0,33.33,100.0,3.75,0.1435,6.17
cbd5d3cdd862e90e,13,3182,30.77,489.88,12.16,35.36,1.0,1570.0,5.0,47.73,3,1,15.38,1,1,1,100.0,0.0,100.0,23.33,0.2096,21.11
8d9586726252dbf7,7,1322,0.0,755.67,19.74,25.87,1.0,311.0,2.0,21.43,0,0,42.86,1,0,0,0.0,0.0,0.0,0.0,0.1286,4.54
e023fa2e648ea0f1,3,381,33.33,385.04,14.17,30.71,1.0,185.0,0.0,33.33,1,0,33.33,1,0,0,0.0,0.0,0.0,0.0,0.2572,7.77
eff47295daf721a6,9,1970,33.33,769.8,9.14,14.16,0.0,328.0,11.0,47.83,1,2,22.22,0,0,0,0.0,0.0,100.0,11.0,0.0812,2.63
3dd92ff9fb0412b3,7,2008,14.29,854.73,16.58,46.61,2.0,761.0,2.0,36.54,1,0,0.0,1,0,0,0.0,0.0,100.0,19.0,0.1609,3.71
55f446032177b119,5,1230,20.0,711.95,4.39,20.49,1.0,629.0,1.0,58.33,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1837,4.75
6c2030e0a143a94b,19,4448,15.79,332.44,40.47,26.3,1.0,1780.0,7.0,19.05,2,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1799,9.17
83fd97284f4bb4a4,12,2934,16.67,617.48,31.9,20.86,5.0,970.0,8.0,40.62,1,1,0.0,0,0,0,0.0,0.0,100.0,2.0,0.1483,5.43
04b39f4e8eb59d7c,5,712,20.0,178.23,24.02,27.81,2.0,162.0,0.0,33.33,1,0,60.0,1,0,0,0.0,0.0,100.0,5.0,0.1096,10.23
8349d55cdecd393a,11,1636,27.27,176.04,26.41,20.9,4.0,382.0,0.0,0.0,3,0,63.64,1,1,1,100.0,0.0,100.0,2.0,0.1186,14.88
ff6a1f63c254127e,8,1750,37.5,84.34,6.17,22.63,5.0,664.0,0.0,20.0,3,0,0.0,0,0,0,0.0,0.0,33.33,0.67,0.1594,5.12
53ec9cb470e1a4ea,9,2275,33.33,446.24,23.74,32.44,2.0,809.0,7.0,33.33,1,2,0.0,1,0,0,0.0,0.0,100.0,16.0,0.1424,3.93
7cdd3e5d3aa9cb39,5,1202,20.0,1300.58,9.73,10.48,1.0,246.0,4.0,30.56,0,1,20.0,1,0,0,0.0,0.0,0.0,0.0,0.0957,4.92
7c3c48cf54a2848e,9,1766,44.44,405.15,11.72,16.82,0.0,336.0,5.0,43.33,0,4,11.11,0,0,0,0.0,0.0,0.0,0.0,0.0787,2.77
53278852bcd91e11,13,2761,23.08,430.28,6.52,7.82,4.0,592.0,2.0,29.17,2,1,23.08,0,0,0,0.0,0.0,50.0,4.5,0.0985,8.41
38ed5a2299230227,1,136,0.0,145.59,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
d7adfcfdf7c6c1f8,3,522,33.33,58.62,0.0,1.72,0.0,13.0,7.0,0.0,0,1,66.67,1,0,0,0.0,0.0,0.0,0.0,0.0019,0.13
1dafccb62a0f98ec,5,1221,20.0,505.65,14.0,22.85,1.0,277.0,0.0,30.43,1,0,0.0,0,0,0,0.0,0.0,100.0,5.0,0.1057,1.52
494b0bfdbac74502,4,1035,0.0,800.87,10.43,25.22,0.0,190.0,2.0,43.75,0,0,25.0,1,0,0,0.0,0.0,0.0,0.0,0.087,2.1
f5431394fb284bb9,10,1795,30.0,708.97,18.55,19.55,2.0,471.0,1.0,37.93,3,0,20.0,0,0,0,0.0,0.0,100.0,6.67,0.1348,6.86
cfaf010d5b389c09,4,763,25.0,510.75,21.23,11.8,1.0,201.0,2.0,14.29,1,0,0.0,0,0,0,0.0,0.0,100.0,3.0,0.1009,3.32
8f4eeaf7a0df7c1a,4,567,25.0,323.81,1.59,19.05,1.0,92.0,2.0,25.0,0,1,50.0,1,0,0,0.0,0.0,0.0,0.0,0.0882,5.26
14ff46596ad80609,9,2621,11.11,770.89,16.48,25.07,0.0,1119.0,0.0,26.56,1,0,0.0,1,0,0,0.0,0.0,100.0,24.0,0.1503,3.71
ad3f53c454cbbead,10,2213,60.0,707.23,11.39,47.18,1.0,637.0,5.0,62.5,4,2,20.0,0,3,3,100.0,33.33,75.0,13.25,0.1771,7.83
6c7e25571490aa3b,7,1541,14.29,667.55,26.87,30.95,0.0,583.0,3.0,20.69,1,0,14.29,0,0,0,0.0,0.0,100.0,36.0,0.1506,5.45
8f0d576beba1cfcd,4,857,25.0,203.73,27.3,13.65,2.0,257.0,0.0,10.0,1,0,25.0,1,0,0,0.0,0.0,100.0,4.0,0.1027,3.32
9f755fb04cc21499,4,782,0.0,799.87,20.72,17.26,0.0,226.0,6.0,26.09,0,0,50.0,1,0,0,0.0,0.0,0.0,0.0,0.1355,5.73
7e47047d0971d566,6,1033,33.33,280.54,13.94,19.17,1.0,201.0,2.0,7.14,1,1,16.67,0,0,0,0.0,0.0,0.0,0.0,0.091,7.96
f40ec51dd4de47c3,2,600,0.0,321.0,3.0,15.0,1.0,144.0,2.0,31.25,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0733,0.2
9fa3bd637edd9aa2,21,4627,19.05,476.75,31.12,21.01,6.0,1378.0,4.0,19.61,4,0,9.52,0,0,0,0.0,0.0,100.0,14.25,0.1431,10.35
4a1329cc8eb0928a,9,1778,11.11,396.34,19.74,22.27,2.0,742.0,2.0,36.67,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1862,7.27
c2e3e67b5911bfb7,10,2362,40.0,450.76,9.91,18.29,3.0,486.0,3.0,68.0,2,2,20.0,0,0,0,0.0,0.0,100.0,3.0,0.0986,11.43
9450848a71d53776,10,2599,30.0,122.59,48.13,21.12,3.0,876.0,0.0,25.0,3,0,10.0,1,0,0,0.0,0.0,66.67,7.0,0.1504,4.74
ec2d13a87d3d9541,3,773,33.33,1101.42,2.33,15.14,0.0,155.0,0.0,37.5,1,0,33.33,1,0,0,0.0,0.0,100.0,33.0,0.0815,3.42
9deff9e3e8d94d47,5,976,60.0,673.16,15.68,32.27,2.0,163.0,1.0,33.33,2,1,20.0,0,0,0,0.0,0.0,50.0,2.5,0.0881,4.9
36df8e119aec6175,4,1087,0.0,503.4,78.66,62.93,0.0,758.0,0.0,40.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.3505,12.58
cf615eb4b7862c76,2,212,0.0,0.0,8.49,16.98,0.0,39.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0849,2.24
a36556bb1565e32d,8,1825,37.5,112.44,18.25,16.27,2.0,608.0,8.0,0.0,2,1,25.0,0,0,0,0.0,0.0,100.0,4.0,0.1216,4.12
80d918336163b80c,6,1550,16.67,1458.0,9.29,7.55,0.0,291.0,2.0,31.03,0,1,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0877,12.8
270b89c00ef0c55c,22,3755,50.0,534.97,15.58,10.07,7.0,650.0,11.0,38.1,7,4,36.36,1,0,0,0.0,0.0,100.0,8.57,0.078,8.17
b12fc8a41e82d3a2,5,1278,0.0,171.13,2.11,30.99,2.0,580.0,1.0,50.0,0,0,20.0,0,0,0,0.0,0.0,0.0,0.0,0.1479,4.73
a00ec21cfbba17b6,3,900,0.0,995.0,15.0,37.0,3.0,310.0,1.0,16.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.1767,3.92
b0550072e5f0afa7,7,1892,0.0,632.66,18.55,9.51,0.0,768.0,1.0,60.0,0,0,14.29,0,0,0,0.0,0.0,0.0,0.0,0.1591,4.5
2676b28836a5a836,14,3746,14.29,937.72,52.14,59.34,3.0,1801.0,10.0,49.23,0,2,7.14,0,8,8,100.0,75.0,0.0,0.0,0.2205,5.91
9a2d3567abc02e34,5,1257,20.0,191.17,5.73,12.17,3.0,433.0,2.0,33.33,1,0,0.0,0,0,0,0.0,0.0,100.0,5.0,0.1321,4.81
aed06011bf62237b,5,1297,40.0,551.66,21.51,21.51,2.0,428.0,2.0,41.18,2,0,0.0,1,0,0,0.0,0.0,100.0,30.5,0.1689,3.06
68c11c27d4d56572,5,970,20.0,1171.86,6.49,30.62,2.0,286.0,0.0,36.67,1,0,20.0,1,0,0,0.0,0.0,100.0,21.0,0.1433,29.77
2c1170b825f58e57,4,1199,25.0,533.69,32.28,19.52,0.0,351.0,1.0,50.0,1,0,0.0,1,0,0,0.0,0.0,100.0,7.0,0.1218,1.99
8bdac25ce0bb874d,8,584,75.0,1097.26,16.95,36.99,2.0,227.0,5.0,72.73,3,3,25.0,1,6,6,100.0,0.0,33.33,3.0,0.2021,18.1
4b4753d19489297f,12,2194,41.67,383.14,8.61,1.23,2.0,350.0,5.0,22.5,2,3,41.67,1,0,0,0.0,0.0,100.0,14.0,0.0688,8.85
54578e5927adea53,4,901,0.0,535.41,27.97,30.97,0.0,355.0,3.0,45.0,0,0,50.0,1,0,0,0.0,0.0,0.0,0.0,0.1842,104.24
cd85b48dc880fabd,2,452,0.0,0.0,15.93,0.0,0.0,56.0,0.0,0.0,0,0,50.0,1,0,0,0.0,0.0,0.0,0.0,0.0332,0.01
4b8fb0453a596b8e,3,578,33.33,165.05,4.67,3.11,0.0,49.0,5.0,0.0,0,1,33.33,1,0,0,0.0,0.0,0.0,0.0,0.0329,1.67
30b577b112bef42d,1,30,0.0,0.0,60.0,0.0,0.0,8.0,0.0,0.0,0,0,100.0,1,0,0,0.0,0.0,0.0,0.0,0.0667,0.0
6e7c758f5cdec01a,5,1335,20.0,1230.34,16.18,17.53,1.0,263.0,5.0,47.83,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0914,1.79
49a74b9fb2e45fdf,7,1903,14.29,187.28,13.72,10.88,2.0,836.0,10.0,27.78,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1808,8.58
777dea713da2441d,3,900,0.0,291.0,33.0,33.0,0.0,587.0,0.0,40.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.2433,4.54
99c7610aa74995d3,6,1690,16.67,530.41,47.4,20.24,0.0,407.0,2.0,23.53,0,1,16.67,1,0,0,0.0,0.0,0.0,0.0,0.1077,3.82
e50cd77732d39967,3,893,33.33,1275.92,6.05,25.2,0.0,196.0,2.0,41.67,0,1,0.0,1,0,0,0.0,0.0,0.0,0.0,0.1142,3.62
132505067f08c54d,2,359,0.0,897.49,12.53,2.51,0.0,18.0,0.0,50.0,0,0,50.0,1,0,0,0.0,0.0,0.0,0.0,0.0279,0.18
48e093ea1f43a053,14,3394,7.14,684.15,12.99,32.09,3.0,1531.0,1.0,50.0,1,0,21.43,0,0,0,0.0,0.0,100.0,3.0,0.1806,7.1
44470bfd9483c7ad,5,763,20.0,677.06,16.51,14.15,0.0,175.0,1.0,80.0,0,1,60.0,1,0,0,0.0,0.0,0.0,0.0,0.1035,6.77
bc8f6b42767e28df,5,1131,0.0,520.42,16.71,3.18,0.0,176.0,3.0,16.67,0,0,40.0,0,0,0,0.0,0.0,0.0,0.0,0.0486,1.12
ca2efc9d7d523c43,10,1860,60.0,688.06,9.19,13.06,3.0,472.0,0.0,34.62,6,0,20.0,1,0,0,0.0,0.0,100.0,11.5,0.1263,8.19
97a6bbe6e6566a94,3,657,0.0,341.1,45.21,15.07,0.0,193.0,0.0,22.22,0,0,33.33,1,0,0,0.0,0.0,0.0,0.0,0.1248,3.49
7dcf06c1967801c1,7,1345,42.86,250.93,24.76,7.36,2.0,234.0,2.0,80.0,2,1,28.57,1,0,0,0.0,0.0,50.0,0.5,0.0766,5.76
b2e3aca4cd363477,13,3491,7.69,370.21,20.62,44.86,0.0,1368.0,7.0,38.46,1,0,0.0,0,0,0,0.0,0.0,100.0,5.0,0.1693,7.31
1fb80f46d3c105d9,11,2729,18.18,328.14,1.32,84.76,1.0,1218.0,5.0,57.14,2,0,18.18,1,0,0,0.0,0.0,100.0,20.5,0.2627,29.21
75e5fec9f72910ef,28,6837,17.86,818.52,5.66,11.98,2.0,1889.0,17.0,53.5,1,4,10.71,0,0,0,0.0,0.0,100.0,15.0,0.0879,2.88
6c7020b859c7a3ce,4,799,50.0,146.43,1.13,39.42,2.0,348.0,0.0,0.0,2,0,0.0,0,0,0,0.0,0.0,50.0,0.5,0.194,4.58
d221ee27afc7a60e,4,996,25.0,532.23,18.98,33.43,2.0,358.0,1.0,50.0,1,0,0.0,1,0,0,0.0,0.0,100.0,4.0,0.1526,4.04
6c011be66326ad97,1,207,0.0,0.0,17.39,30.43,1.0,79.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1304,0.0
cc900c6a71ed23f3,4,1127,0.0,546.23,39.93,40.73,2.0,770.0,2.0,39.29,0,0,25.0,1,0,0,0.0,0.0,0.0,0.0,0.2201,4.56
d512d9f204059f57,12,1905,25.0,627.4,4.72,8.98,1.0,325.0,2.0,61.9,2,1,16.67,0,0,0,0.0,0.0,100.0,19.0,0.0866,4.43
56c9acc4e86046a2,4,1076,0.0,574.63,11.71,31.78,0.0,318.0,1.0,18.18,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1292,3.53
501b07aec9b8fc2d,20,5002,5.0,284.11,42.1,51.64,3.0,3444.0,2.0,38.46,1,0,15.0,0,0,0,0.0,0.0,0.0,0.0,0.1989,5.12
b4eeac608fc82f88,10,2766,0.0,533.3,17.9,27.33,1.0,719.0,0.0,54.17,0,0,30.0,0,0,0,0.0,0.0,0.0,0.0,0.1085,3.04
c575ab451e3c5b1d,3,900,0.0,464.0,24.0,16.0,0.0,335.0,0.0,0.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.13,1.73
81801f57bd0a7c41,8,1824,12.5,53.29,30.1,40.95,2.0,896.0,0.0,100.0,1,0,37.5,1,0,0,0.0,0.0,100.0,1.0,0.1749,6.52
9fe85152f351e737,15,2715,46.67,550.94,25.19,22.21,4.0,802.0,5.0,47.06,5,2,6.67,0,0,0,0.0,0.0,80.0,2.6,0.1057,5.73
3e61082025db8137,4,1200,25.0,261.75,27.0,9.75,1.0,274.0,1.0,0.0,1,0,0.0,1,0,0,0.0,0.0,100.0,11.0,0.0683,1.14
6e0273f9478be71e,9,1973,33.33,837.05,31.93,23.26,2.0,695.0,5.0,26.67,1,2,11.11,1,0,0,0.0,0.0,100.0,2.0,0.1657,7.0
5f99b2bafb10305f,13,2849,23.08,323.8,18.95,33.17,5.0,1001.0,2.0,41.86,3,0,0.0,0,0,0,0.0,0.0,66.67,6.33,0.1337,13.24
a7ddae0be8b78147,4,1044,0.0,257.76,14.66,54.31,0.0,431.0,6.0,36.36,0,0,25.0,1,0,0,0.0,0.0,0.0,0.0,0.2193,7.27
22aa91e402d0fe1f,10,2076,20.0,1068.21,9.97,14.74,3.0,581.0,6.0,62.5,2,0,30.0,0,0,0,0.0,0.0,100.0,11.0,0.1243,3.64
91ea901c458e95dd,8,2193,12.5,1087.55,15.18,19.7,0.0,482.0,1.0,41.94,1,0,12.5,1,0,0,0.0,0.0,100.0,10.0,0.1012,1.68
dfae5da5676e4194,4,762,0.0,467.72,3.54,9.45,0.0,157.0,0.0,23.53,0,0,75.0,1,0,0,0.0,0.0,0.0,0.0,0.0669,3.59
4f11e9ce318ffbcb,2,198,0.0,209.09,22.73,27.27,0.0,150.0,0.0,0.0,0,0,50.0,0,0,0,0.0,0.0,0.0,0.0,0.202,1.29
0b64d0fed453ef7f,12,3147,16.67,513.06,19.16,18.3,1.0,999.0,2.0,40.38,1,1,16.67,0,0,0,0.0,0.0,100.0,5.0,0.1249,5.91
1ff9589f9065a9ed,27,4540,48.15,467.05,10.7,20.42,8.0,721.0,21.0,40.38,5,8,29.63,1,4,4,100.0,0.0,80.0,7.4,0.0747,4.36
a566371ba2ad7152,7,1861,28.57,586.62,28.05,19.83,2.0,457.0,0.0,36.67,2,0,14.29,1,0,0,0.0,0.0,100.0,10.0,0.1059,2.53
dbea8c1cb327ab3d,4,1051,0.0,846.91,17.13,19.7,0.0,190.0,2.0,15.79,0,0,25.0,1,0,0,0.0,0.0,0.0,0.0,0.0761,2.07
8a70ceb3edbe757b,7,1841,14.29,357.85,17.11,13.69,2.0,512.0,0.0,37.5,1,0,14.29,0,0,0,0.0,0.0,100.0,2.0,0.1114,3.54
8a9c6c4301f6d088,4,1200,0.0,748.5,3.75,45.75,1.0,608.0,0.0,50.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.1608,1.96
